DR,return_lcb,return_ucb,risk_hat,risk_ucb,ESS,max_weight,support_gap,truth_return,truth_cvar,eval_n,unsupported_bootstrap_draws,ess_bin,task,family,behavior,seed,split,scheme,policy,baseline_tau
0.034378705558407135,0.0023851521265871116,0.055044105402564145,0.0288,inf,2.0,18.0,0.9814814814814815,0.009994444444444441,0.07770370370370372,108,25,1,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a000,0.11859694989106753
0.015269015250544669,0.00805297178649237,0.02794388442265794,-0.003,-0.003,4.0,18.0,0.962962962962963,0.004311111111111112,0.2309259259259259,108,1,1,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a001,0.11859694989106753
-0.019036365899338593,-0.041222159320301856,0.0012783590838303612,0.0345,0.0345,4.0,18.0,0.962962962962963,0.007544444444444444,0.1317222222222222,108,0,1,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a002,0.11859694989106753
0.025483017236086588,-0.04737818994846662,0.12171159933295775,0.1275,0.1275,6.0,18.0,0.9444444444444444,0.01263425925925926,0.14345925925925923,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a003,0.11859694989106753
-0.008998825708061006,-0.0786923779411765,0.05103596775599128,0.1283,0.1283,5.0,18.0,0.9537037037037037,0.008816666666666669,0.1633074074074074,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a004,0.11859694989106753
0.024657295427422253,-0.01585742969572827,0.07631128630558172,0.0338,0.0338,8.0,18.0,0.9259259259259259,0.011594444444444444,0.16725185185185185,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a005,0.11859694989106753
-0.09746276626963697,-0.27008773383583196,0.0281812631784857,0.0533,0.05330000000000001,9.0,18.0,0.9166666666666666,0.010343518518518518,0.07167407407407407,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a006,0.11859694989106753
0.008696477124182998,-0.029105323965141636,0.04633257570806102,0.0781,0.0781,9.0,18.0,0.9166666666666666,0.008260185185185186,0.13487777777777776,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a007,0.11859694989106753
-0.011973712418300708,-0.12023985735294125,0.1120156607843136,0.133,0.133,12.0,18.0,0.8888888888888888,0.005515740740740741,0.23192222222222222,108,0,3,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a008,0.11859694989106753
0.03979116192721013,-0.002083376413388591,0.08092032627916014,-0.005699999999999999,inf,3.0,18.0,0.9722222222222222,0.010272222222222223,0.13895555555555553,108,12,1,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a009,0.11859694989106753
-0.0852198980861233,-0.1565345371854837,-0.024886945747689335,0.1379,0.1379,5.0,18.0,0.9537037037037037,0.009192592592592594,0.13843333333333332,108,0,2,monthly_industry_17,monthly industry,uniform_high_overlap,7,calibration,iid,constant_a010,0.11859694989106753
